"tablescraper-selected-row","tablescraper-selected-row href","mw-file-description href","mw-file-element src","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row href 2","mw-file-element src 2","tablescraper-selected-row 4","tablescraper-selected-row href 3","tablescraper-selected-row 5","tablescraper-selected-row href 4","tablescraper-selected-row 6","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row href 5"
"1901","https://en.wikipedia.org/wiki/1901_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Sully-Prudhomme_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Sully-Prudhomme_%28cropped%29.jpg/120px-Sully-Prudhomme_%28cropped%29.jpg","(1839–1907)","Sully Prudhomme","https://en.wikipedia.org/wiki/Sully_Prudhomme","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png","France","https://en.wikipedia.org/wiki/French_Third_Republic","French","https://en.wikipedia.org/wiki/French_language","""in special recognition of his poetic composition, which gives evidence of , artistic perfection and a rare combination of the qualities of both heart and intellect""","8","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1901-9","[","]","poetry, essay","",""
"1902","https://en.wikipedia.org/wiki/1902_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Theodor_Mommsen_2_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Theodor_Mommsen_2_%28cropped%29.jpg/120px-Theodor_Mommsen_2_%28cropped%29.jpg","(1817–1903)","Theodor Mommsen","https://en.wikipedia.org/wiki/Theodor_Mommsen","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png","Germany","https://en.wikipedia.org/wiki/German_Empire","German","https://en.wikipedia.org/wiki/German_language","""the greatest living master of the art of historical writing, with special reference to his monumental work ""","9","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1902-10","[","]","history, law","",""
"1903","https://en.wikipedia.org/wiki/1903_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Bj%C3%B8rnstjerne_Bj%C3%B8rnson_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Bj%C3%B8rnstjerne_Bj%C3%B8rnson_%28cropped%29.jpg/120px-Bj%C3%B8rnstjerne_Bj%C3%B8rnson_%28cropped%29.jpg","(1832–1910)","Bjørnstjerne Bjørnson","https://en.wikipedia.org/wiki/Bj%C3%B8rnstjerne_Bj%C3%B8rnson","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/40px-Flag_of_Norway.svg.png","Norway","https://en.wikipedia.org/wiki/Norway","Norwegian","https://en.wikipedia.org/wiki/Norwegian_language","""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""","10","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1903-11","[","]","poetry, novel, drama","",""
"1904","https://en.wikipedia.org/wiki/1904_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Portrait_frederic_mistral_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Portrait_frederic_mistral_%28cropped%29.jpg/120px-Portrait_frederic_mistral_%28cropped%29.jpg","(1830–1914)","Frédéric Mistral","https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Mistral","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png","France","https://en.wikipedia.org/wiki/French_Third_Republic","Provençal","https://en.wikipedia.org/wiki/Proven%C3%A7al_dialect","""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a  philologist""","11","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1904-12","[","]","poetry,","Provençal","https://en.wikipedia.org/wiki/Proven%C3%A7al_dialect"
"Spain","https://en.wikipedia.org/wiki/Restoration_(Spain)","https://en.wikipedia.org/wiki/File:Jos%C3%A9_Echegaray_y_Eizaguirre_(cropped2).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Jos%C3%A9_Echegaray_y_Eizaguirre_%28cropped2%29.jpg/120px-Jos%C3%A9_Echegaray_y_Eizaguirre_%28cropped2%29.jpg","(1832–1916)","José Echegaray","https://en.wikipedia.org/wiki/Jos%C3%A9_Echegaray","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Flag_of_Spain_%281785%E2%80%931873%2C_1875%E2%80%931931%29.svg/40px-Flag_of_Spain_%281785%E2%80%931873%2C_1875%E2%80%931931%29.svg.png","Spanish","https://en.wikipedia.org/wiki/Spanish_language","","","drama","11","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1904-12","[","]","","",""
"1905","https://en.wikipedia.org/wiki/1905_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Henryk_Sienkiewicz_1905.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Henryk_Sienkiewicz_1905.jpg/120px-Henryk_Sienkiewicz_1905.jpg","(1846–1916)","Henryk Sienkiewicz","https://en.wikipedia.org/wiki/Henryk_Sienkiewicz","https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Royal_Standard_of_the_Tsar_of_Poland_%281815%E2%80%931830%29.svg/40px-Royal_Standard_of_the_Tsar_of_Poland_%281815%E2%80%931830%29.svg.png","Poland","https://en.wikipedia.org/wiki/Congress_Poland","Polish","https://en.wikipedia.org/wiki/Polish_language","""because of his outstanding merits as an epic writer""","12","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1905-13","[","]","novel","",""
"1906","https://en.wikipedia.org/wiki/1906_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Giosu%C3%A8_Carducci2_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Giosu%C3%A8_Carducci2_%28cropped%29.jpg/120px-Giosu%C3%A8_Carducci2_%28cropped%29.jpg","(1835–1907)","Giosuè Carducci","https://en.wikipedia.org/wiki/Giosu%C3%A8_Carducci","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Italy_%281861-1946%29_crowned.svg/40px-Flag_of_Italy_%281861-1946%29_crowned.svg.png","Italy","https://en.wikipedia.org/wiki/Kingdom_of_Italy","Italian","https://en.wikipedia.org/wiki/Italian_language","""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""","13","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1906-14","[","]","poetry","",""
"1907","https://en.wikipedia.org/wiki/1907_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Rudyard_Kipling_(portrait).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Rudyard_Kipling_%28portrait%29.jpg/120px-Rudyard_Kipling_%28portrait%29.jpg","(1865–1936)","Rudyard Kipling","https://en.wikipedia.org/wiki/Rudyard_Kipling","https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png","United Kingdom","https://en.wikipedia.org/wiki/United_Kingdom_of_Great_Britain_and_Ireland","English","https://en.wikipedia.org/wiki/English_language","""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration that characterize the creations of this world-famous author""","14","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1907-15","[","]","novel, short story, poetry","",""
"1908","https://en.wikipedia.org/wiki/1908_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Eucken-im-Alter.png","https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Eucken-im-Alter.png/120px-Eucken-im-Alter.png","(1846–1926)","Rudolf Christoph Eucken","https://en.wikipedia.org/wiki/Rudolf_Christoph_Eucken","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png","Germany","https://en.wikipedia.org/wiki/German_Empire","German","https://en.wikipedia.org/wiki/German_language","""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""","15","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1908-16","[","]","philosophy","",""
"1909","https://en.wikipedia.org/wiki/1909_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Selma_Lagerl%C3%B6f_(cropped2).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Selma_Lagerl%C3%B6f_%28cropped2%29.jpg/120px-Selma_Lagerl%C3%B6f_%28cropped2%29.jpg","(1858–1940)","Selma Lagerlöf","https://en.wikipedia.org/wiki/Selma_Lagerl%C3%B6f","https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/40px-Flag_of_Sweden.svg.png","Sweden","https://en.wikipedia.org/wiki/Sweden","Swedish","https://en.wikipedia.org/wiki/Swedish_language","""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""","16","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1909-17","[","]","novel, short story","",""
"1910","https://en.wikipedia.org/wiki/1910_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Paul_Heyse_1910.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Paul_Heyse_1910.jpg/120px-Paul_Heyse_1910.jpg","(1830–1914)","Paul von Heyse","https://en.wikipedia.org/wiki/Paul_Heyse","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png","Germany","https://en.wikipedia.org/wiki/German_Empire","German","https://en.wikipedia.org/wiki/German_language","""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""","17","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1910-18","[","]","poetry, drama, novel, short story","",""
"1911","https://en.wikipedia.org/wiki/1911_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Maurice_de_Maeterlinck_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Maurice_de_Maeterlinck_%28cropped%29.jpg/120px-Maurice_de_Maeterlinck_%28cropped%29.jpg","(1862–1949)","Maurice Maeterlinck","https://en.wikipedia.org/wiki/Maurice_Maeterlinck","https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/40px-Flag_of_Belgium_%28civil%29.svg.png","Belgium","https://en.wikipedia.org/wiki/Belgium","French","https://en.wikipedia.org/wiki/French_language","""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""","18","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1911-19","[","]","drama, poetry, essay","",""
"1912","https://en.wikipedia.org/wiki/1912_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Gerhart_Hauptmann_nobel.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Gerhart_Hauptmann_nobel.jpg/120px-Gerhart_Hauptmann_nobel.jpg","(1862–1946)","Gerhart Hauptmann","https://en.wikipedia.org/wiki/Gerhart_Hauptmann","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png","Germany","https://en.wikipedia.org/wiki/German_Empire","German","https://en.wikipedia.org/wiki/German_language","""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""","19","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1912-20","[","]","drama, novel","",""
"1913","https://en.wikipedia.org/wiki/1913_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Rabindranath_Tagore_in_1909.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Rabindranath_Tagore_in_1909.jpg/120px-Rabindranath_Tagore_in_1909.jpg","(1861–1941)","Rabindranath Tagore","https://en.wikipedia.org/wiki/Rabindranath_Tagore","https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/British_Raj_Red_Ensign.svg/40px-British_Raj_Red_Ensign.svg.png","India (British Raj)","https://en.wikipedia.org/wiki/British_Raj","Bengali","https://en.wikipedia.org/wiki/Bengali_language","""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""","20","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1913-21","[","]","poetry, novel, drama, short story, essay, translation","English","https://en.wikipedia.org/wiki/English_language"
"1914","https://en.wikipedia.org/wiki/1914_Nobel_Prize_in_Literature","","","","","","","","","","","","","","","","","Not awarded",""
"1915","https://en.wikipedia.org/wiki/1915_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Romain_Rolland_1915.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Romain_Rolland_1915.jpg/120px-Romain_Rolland_1915.jpg","(1866–1944)","Romain Rolland","https://en.wikipedia.org/wiki/Romain_Rolland","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png","France","https://en.wikipedia.org/wiki/French_Third_Republic","French","https://en.wikipedia.org/wiki/French_language","""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""","21","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1915-22","[","]","novel","",""
"1916","https://en.wikipedia.org/wiki/1916_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Verner_von_Heidenstam_in_the_1890s.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Verner_von_Heidenstam_in_the_1890s.jpg/120px-Verner_von_Heidenstam_in_the_1890s.jpg","(1859–1940)","Verner von Heidenstam","https://en.wikipedia.org/wiki/Verner_von_Heidenstam","https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/40px-Flag_of_Sweden.svg.png","Sweden","https://en.wikipedia.org/wiki/Sweden","Swedish","https://en.wikipedia.org/wiki/Swedish_language","""in recognition of his significance as the leading representative of a new era in our literature""","22","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1916-23","[","]","poetry, novel","",""
"1917","https://en.wikipedia.org/wiki/1917_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Karl_Gjellerup.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Karl_Gjellerup.jpg/120px-Karl_Gjellerup.jpg","(1857–1919)","Karl Adolph Gjellerup","https://en.wikipedia.org/wiki/Karl_Adolph_Gjellerup","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/20px-Flag_of_Denmark.svg.png","Denmark","https://en.wikipedia.org/wiki/Denmark","Danish","https://en.wikipedia.org/wiki/Danish_language","""for his varied and rich poetry, which is inspired by lofty ideals""","23","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1917-24","[","]","poetry","German","https://en.wikipedia.org/wiki/German_language"
"Denmark","https://en.wikipedia.org/wiki/Denmark","https://en.wikipedia.org/wiki/File:Henrik_Pontoppidan_1917.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Henrik_Pontoppidan_1917.jpg/120px-Henrik_Pontoppidan_1917.jpg","(1857–1943)","Henrik Pontoppidan","https://en.wikipedia.org/wiki/Henrik_Pontoppidan","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/20px-Flag_of_Denmark.svg.png","Danish","https://en.wikipedia.org/wiki/Danish_language","","","novel","23","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1917-24","[","]","","",""
"1918","https://en.wikipedia.org/wiki/1918_Nobel_Prize_in_Literature","","","","","","","","","","","","","","","","","Not awarded",""
"1919","https://en.wikipedia.org/wiki/1919_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Carl_Spitteler_1919.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Carl_Spitteler_1919.jpg/120px-Carl_Spitteler_1919.jpg","(1845–1924)","Carl Spitteler","https://en.wikipedia.org/wiki/Carl_Spitteler","https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/20px-Flag_of_Switzerland_%28Pantone%29.svg.png","Switzerland","https://en.wikipedia.org/wiki/Switzerland","German","https://en.wikipedia.org/wiki/German_language","""in special appreciation of his epic, ""","24","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1919-25","[","]","poetry","Olympian Spring",""
"1920","https://en.wikipedia.org/wiki/1920_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Hamsun_bldsa_HA0341.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Hamsun_bldsa_HA0341.jpg/120px-Hamsun_bldsa_HA0341.jpg","(1859–1952)","Knut Hamsun","https://en.wikipedia.org/wiki/Knut_Hamsun","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/40px-Flag_of_Norway.svg.png","Norway","https://en.wikipedia.org/wiki/Norway","Norwegian","https://en.wikipedia.org/wiki/Norwegian_language","""for his monumental work, ""","25","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1920-26","[","]","novel","Growth of the Soil","https://en.wikipedia.org/wiki/Growth_of_the_Soil"
"1921","https://en.wikipedia.org/wiki/1921_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Anatole_France_1921_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Anatole_France_1921_%28cropped%29.jpg/120px-Anatole_France_1921_%28cropped%29.jpg","(1844–1924)","Anatole France","https://en.wikipedia.org/wiki/Anatole_France","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png","France","https://en.wikipedia.org/wiki/French_Third_Republic","French","https://en.wikipedia.org/wiki/French_language","""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""","26","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1921-27","[","]","novel, poetry","",""
"1922","https://en.wikipedia.org/wiki/1922_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Jacinto_Benavente_y_Martinez.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Jacinto_Benavente_y_Martinez.jpg/120px-Jacinto_Benavente_y_Martinez.jpg","(1866–1954)","Jacinto Benavente","https://en.wikipedia.org/wiki/Jacinto_Benavente","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Flag_of_Spain_%281785%E2%80%931873%2C_1875%E2%80%931931%29.svg/40px-Flag_of_Spain_%281785%E2%80%931873%2C_1875%E2%80%931931%29.svg.png","Spain","https://en.wikipedia.org/wiki/Restoration_(Spain)","Spanish","https://en.wikipedia.org/wiki/Spanish_language","""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""","27","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1922-28","[","]","drama","",""
"1923","https://en.wikipedia.org/wiki/1923_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Yeats1923.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Yeats1923.jpg/120px-Yeats1923.jpg","(1865–1939)","William Butler Yeats","https://en.wikipedia.org/wiki/W._B._Yeats","https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/40px-Flag_of_Ireland.svg.png","Ireland","https://en.wikipedia.org/wiki/Irish_Free_State","English","https://en.wikipedia.org/wiki/English_language","""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""","28","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1923-29","[","]","poetry","",""
"1924","https://en.wikipedia.org/wiki/1924_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Wladyslaw_Reymont_1924.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Wladyslaw_Reymont_1924.jpg/120px-Wladyslaw_Reymont_1924.jpg","(1867–1925)","Władysław Reymont","https://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_Reymont","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Poland_%281919%E2%80%931928%29.svg/40px-Flag_of_Poland_%281919%E2%80%931928%29.svg.png","Poland","https://en.wikipedia.org/wiki/Poland","Polish","https://en.wikipedia.org/wiki/Polish_language","""for his great national epic, ""","29","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1924-30","[","]","novel","The Peasants","https://en.wikipedia.org/wiki/The_Peasants"
"1925","https://en.wikipedia.org/wiki/1925_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:George_Bernard_Shaw_1934-12-06.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/George_Bernard_Shaw_1934-12-06.jpg/120px-George_Bernard_Shaw_1934-12-06.jpg","(1856–1950)","George Bernard Shaw","https://en.wikipedia.org/wiki/George_Bernard_Shaw","https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png","United Kingdom","https://en.wikipedia.org/wiki/United_Kingdom_of_Great_Britain_and_Ireland","Ireland","https://en.wikipedia.org/wiki/Irish_Free_State","""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""","30","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-31","[","]","drama, essay","English","https://en.wikipedia.org/wiki/English_language"
"1926","https://en.wikipedia.org/wiki/1926_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Grazia_Deledda_1926.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Grazia_Deledda_1926.jpg/120px-Grazia_Deledda_1926.jpg","(1871–1936)","Grazia Deledda","https://en.wikipedia.org/wiki/Grazia_Deledda","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Italy_%281861-1946%29_crowned.svg/40px-Flag_of_Italy_%281861-1946%29_crowned.svg.png","Italy","https://en.wikipedia.org/wiki/Kingdom_of_Italy","Italian","https://en.wikipedia.org/wiki/Italian_language","""for her idealistically inspired writings, which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""","32","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1926-33","[","]","poetry, novel","",""
"1927","https://en.wikipedia.org/wiki/1927_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Bergson-Nobel-photo.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Bergson-Nobel-photo.jpg/120px-Bergson-Nobel-photo.jpg","(1859–1941)","Henri Bergson","https://en.wikipedia.org/wiki/Henri_Bergson","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png","France","https://en.wikipedia.org/wiki/French_Third_Republic","French","https://en.wikipedia.org/wiki/French_language","""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""","33","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1927-34","[","]","philosophy","",""
"1928","https://en.wikipedia.org/wiki/1928_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Sigrid_Undset_1928.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Sigrid_Undset_1928.jpg/120px-Sigrid_Undset_1928.jpg","(1882–1949)","Sigrid Undset","https://en.wikipedia.org/wiki/Sigrid_Undset","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/40px-Flag_of_Norway.svg.png","Norway","https://en.wikipedia.org/wiki/Norway","Denmark","https://en.wikipedia.org/wiki/Denmark","""principally for her powerful descriptions of Northern life during the Middle Ages""","34","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1928-35","[","]","novel","Norwegian","https://en.wikipedia.org/wiki/Norwegian_language"
"1929","https://en.wikipedia.org/wiki/1929_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Thomas_Mann_1929.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Thomas_Mann_1929.jpg/120px-Thomas_Mann_1929.jpg","(1875–1955)","Thomas Mann","https://en.wikipedia.org/wiki/Thomas_Mann","https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png","Germany","https://en.wikipedia.org/wiki/Weimar_Republic","German","https://en.wikipedia.org/wiki/German_language","""principally for his great novel, , which has won steadily increased recognition as one of the classic works of contemporary literature""","35","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1929-36","[","]","novel, short story, essay","Buddenbrooks","https://en.wikipedia.org/wiki/Buddenbrooks"
"1930","https://en.wikipedia.org/wiki/1930_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Sinclair_Lewis_1930.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Sinclair_Lewis_1930.jpg/120px-Sinclair_Lewis_1930.jpg","(1885–1951)","Sinclair Lewis","https://en.wikipedia.org/wiki/Sinclair_Lewis","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png","United States","https://en.wikipedia.org/wiki/United_States","English","https://en.wikipedia.org/wiki/English_language","""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""","36","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1930-37","[","]","novel, short story, drama","",""
"1931","https://en.wikipedia.org/wiki/1931_Nobel_Prize_in_Literature","https://en.wikipedia.org/wiki/File:Erik_Axel_Karlfeldt_1931.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Erik_Axel_Karlfeldt_1931.jpg/120px-Erik_Axel_Karlfeldt_1931.jpg","(1864–1931)","Erik Axel Karlfeldt","https://en.wikipedia.org/wiki/Erik_Axel_Karlfeldt","https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/40px-Flag_of_Sweden.svg.png","Sweden","https://en.wikipedia.org/wiki/Sweden","Swedish","https://en.wikipedia.org/wiki/Swedish_language","""The poetry of Erik Axel Karlfeldt""","37","https://en.wikipedia.org/wiki/List_of_Nobel_laureates_in_Literature#cite_note-Literature1931-38","[","]","poetry","",""
